Year;Month;Ano_Month
1991;7;0.656
1991;8;0.429
1991;9;0.565
1991;10;0.496
1991;11;0.325
1991;12;0.469
1992;1;1.037
1992;2;0.732
1992;3;0.660
1992;4;0.282
1992;5;0.244
1992;6;0.122
1992;7;-0.192
1992;8;-0.101
1992;9;-0.436
1992;10;0.110
1992;11;-0.226
1992;12;0.485
1993;1;0.739
1993;2;0.680
1993;3;0.671
1993;4;0.410
1993;5;0.193
1993;6;0.101
1993;7;0.237
1993;8;-0.039
1993;9;-0.130
1993;10;0.396
1993;11;-0.328
1993;12;0.459
1994;1;0.507
1994;2;-0.314
1994;3;0.496
1994;4;0.745
1994;5;0.407
1994;6;0.704
1994;7;0.346
1994;8;0.107
1994;9;0.438
1994;10;0.770
1994;11;0.731
1994;12;0.537
1995;1;1.052
1995;2;1.554
1995;3;0.712
1995;4;0.739
1995;5;0.305
1995;6;0.724
1995;7;0.787
1995;8;0.778
1995;9;0.501
1995;10;0.855
1995;11;0.688
1995;12;0.546
1996;1;0.391
1996;2;0.877
1996;3;0.322
1996;4;0.417
1996;5;0.305
1996;6;0.220
1996;7;0.512
1996;8;0.736
1996;9;0.261
1996;10;0.289
1996;11;0.478
1996;12;0.747
1997;1;0.634
1997;2;0.655
1997;3;0.713
1997;4;0.602
1997;5;0.298
1997;6;0.697
1997;7;0.183
1997;8;0.364
1997;9;0.584
1997;10;0.872
1997;11;0.789
1997;12;0.851
1998;1;0.875
1998;2;1.721
1998;3;0.763
1998;4;1.079
1998;5;1.008
1998;6;1.107
1998;7;1.021
1998;8;1.020
1998;9;0.584
1998;10;0.727
1998;11;0.347
1998;12;1.118
1999;1;1.081
1999;2;1.566
1999;3;0.291
1999;4;0.525
1999;5;0.413
1999;6;0.603
1999;7;0.523
1999;8;0.498
1999;9;0.652
1999;10;0.754
1999;11;0.545
1999;12;0.988
2000;1;0.446
2000;2;1.079
2000;3;0.979
2000;4;1.303
2000;5;0.605
2000;6;0.626
2000;7;0.536
2000;8;0.700
2000;9;0.510
2000;10;0.238
2000;11;0.241
2000;12;0.308
2001;1;0.862
2001;2;0.639
2001;3;1.017
2001;4;0.987
2001;5;1.011
2001;6;0.663
2001;7;0.835
2001;8;0.565
2001;9;0.655
2001;10;0.652
2001;11;1.262
2001;12;0.946
2002;1;1.528
2002;2;1.598
2002;3;1.585
2002;4;0.987
2002;5;0.992
2002;6;0.657
2002;7;1.037
2002;8;0.716
2002;9;0.907
2002;10;0.744
2002;11;0.864
2002;12;0.493
2003;1;1.484
2003;2;1.001
2003;3;0.847
2003;4;0.922
2003;5;0.872
2003;6;0.578
2003;7;0.669
2003;8;0.825
2003;9;0.836
2003;10;1.181
2003;11;0.646
2003;12;1.565
2004;1;1.058
2004;2;1.398
2004;3;1.138
2004;4;1.019
2004;5;0.260
2004;6;0.480
2004;7;-0.004
2004;8;0.349
2004;9;0.565
2004;10;0.970
2004;11;1.298
2004;12;0.717
2005;1;1.323
2005;2;0.862
2005;3;1.382
2005;4;1.370
2005;5;0.991
2005;6;1.065
2005;7;0.889
2005;8;0.693
2005;9;1.180
2005;10;1.467
2005;11;1.460
2005;12;1.373
2006;1;0.811
2006;2;1.350
2006;3;1.155
2006;4;0.835
2006;5;0.518
2006;6;1.052
2006;7;0.706
2006;8;1.085
2006;9;0.876
2006;10;1.116
2006;11;0.940
2006;12;1.510
2007;1;2.135
2007;2;1.166
2007;3;1.220
2007;4;1.578
2007;5;1.263
2007;6;0.916
2007;7;0.939
2007;8;0.943
2007;9;0.925
2007;10;1.138
2007;11;1.091
2007;12;1.023
2008;1;0.427
2008;2;0.536
2008;3;1.693
2008;4;1.067
2008;5;0.759
2008;6;0.728
2008;7;0.864
2008;8;0.545
2008;9;0.775
2008;10;1.255
2008;11;1.237
2008;12;0.879
2009;1;1.225
2009;2;1.033
2009;3;0.920
2009;4;1.120
2009;5;0.918
2009;6;0.862
2009;7;1.019
2009;8;0.906
2009;9;1.173
2009;10;0.966
2009;11;1.053
2009;12;0.801
2010;1;1.255
2010;2;1.303
2010;3;1.535
2010;4;1.471
2010;5;1.186
2010;6;0.998
2010;7;0.904
2010;8;0.982
2010;9;0.919
2010;10;1.298
2010;11;1.497
2010;12;0.770
2011;1;0.856
2011;2;0.638
2011;3;0.915
2011;4;1.272
2011;5;0.743
2011;6;0.987
2011;7;1.241
2011;8;1.285
2011;9;0.918
2011;10;1.225
2011;11;0.821
2011;12;1.148
2012;1;0.703
2012;2;0.537
2012;3;0.834
2012;4;1.422
2012;5;1.328
2012;6;1.044
2012;7;0.805
2012;8;0.910
2012;9;0.993
2012;10;1.234
2012;11;1.133
2012;12;0.551
2013;1;1.249
2013;2;1.132
2013;3;1.061
2013;4;0.830
2013;5;0.945
2013;6;1.147
2013;7;0.714
2013;8;1.003
2013;9;1.168
2013;10;1.090
2013;11;1.423
2013;12;1.189
2014;1;1.298
2014;2;0.443
2014;3;1.193
2014;4;1.351
2014;5;1.282
2014;6;0.888
2014;7;0.597
2014;8;1.062
2014;9;1.085
2014;10;1.212
2014;11;0.751
2014;12;1.351
2015;1;1.425
2015;2;1.589
2015;3;1.560
2015;4;1.133
2015;5;1.105
2015;6;1.111
2015;7;0.788
2015;8;0.977
2015;9;0.997
2015;10;1.608
2015;11;1.416
2015;12;1.928
2016;1;1.723
2016;2;2.282
2016;3;2.290
2016;4;1.906
2016;5;1.368
2016;6;0.972
2016;7;1.002
2016;8;1.513
2016;9;1.196
2016;10;1.076
2016;11;1.175
2016;12;1.400
2017;1;1.665
2017;2;1.847
2017;3;1.950
2017;4;1.405
2017;5;1.370
2017;6;0.868
2017;7;1.038
2017;8;1.081
2017;9;1.029
2017;10;1.378
2017;11;1.125
2017;12;1.593
2018;1;1.274
2018;2;1.209
2018;3;1.497
2018;4;1.436
2018;5;1.176
2018;6;1.096
2018;7;1.174
2018;8;1.036
2018;9;0.921
2018;10;1.470
2018;11;0.863
2018;12;1.329
2019;1;1.538
2019;2;1.338
2019;3;1.915
2019;4;1.638
2019;5;1.080
2019;6;1.090
2019;7;1.169
2019;8;1.107
2019;9;1.237
2019;10;1.546
2019;11;1.252
2019;12;1.814
2020;1;2.121
2020;2;2.189
2020;3;1.866
2020;4;1.777
2020;5;1.380
2020;6;1.273
2020;7;1.213
2020;8;1.141
2020;9;1.470
2020;10;1.277
2020;11;1.736
2020;12;1.220
2021;1;1.331
2021;2;0.843
2021;3;1.498
2021;4;1.217
2021;5;1.151
2021;6;1.209
2021;7;1.360
2021;8;1.227
2021;9;1.306
2021;10;1.626
2021;11;1.366
2021;12;1.406
